business_status,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,scope,types,user_ratings_total,vicinity,geometry_location_lat,geometry_location_lng,geometry_viewport_northeast_lat,geometry_viewport_northeast_lng,geometry_viewport_southwest_lat,geometry_viewport_southwest_lng,opening_hours_open_now,plus_code_compound_code,plus_code_global_code,photos,price_level,lat_ref,long_ref,permanently_closed
,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Central Business District,ChIJebK9J7qjhVQRMBv7xGfqm7s,,ChIJebK9J7qjhVQRMBv7xGfqm7s,GOOGLE,"['neighborhood', 'political']",,Bellingham,48.7486849,-122.4822337,48.752627999999987,-122.4722009,48.741145,-122.4954011,,,,"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106643854979653774597"">A Google User</a>'], 'photo_reference': 'AW30NDw_-laWCnCRwYIZry3qbKmq8sUiMRZiB79hYrXI_XyOn2upT1CFAHSzox5HZmrTnfQq_uiFEtT4F2t_Is3MCdkNfu5tzjiMyqfFC9vHwcY9xevfsiLmN2w1VehMmVidqymUSjzBzT6-vxtF2gUcZza2sChvE3YcEOj_PIvI3yls_5Nh', 'width': 800}]",,48.7389,-122.4862,
,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Central Business District,ChIJebK9J7qjhVQRMBv7xGfqm7s,,ChIJebK9J7qjhVQRMBv7xGfqm7s,GOOGLE,"['neighborhood', 'political']",,Bellingham,48.7486849,-122.4822337,48.752627999999987,-122.4722009,48.741145,-122.4954011,,,,"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106643854979653774597"">A Google User</a>'], 'photo_reference': 'AW30NDzrP1gyD9etcyJi209TWjnpP5ky7x9SrkjY8R2b4SXod5CDINOxw5PhTIXkDa1zXzJwZMRlkDA9apX3iBmKsD2K1SO62LTJuvL6pIBWTQY3_2TERN1Mymkz3TnNN6GWFcc_chW_lezZqu6QCi7qe0N_47xzSbMPb3hYGKKpRp_77GPb', 'width': 800}]",,48.7378,-122.488,
,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Central Business District,ChIJebK9J7qjhVQRMBv7xGfqm7s,,ChIJebK9J7qjhVQRMBv7xGfqm7s,GOOGLE,"['neighborhood', 'political']",,Bellingham,48.7486849,-122.4822337,48.752627999999987,-122.4722009,48.741145,-122.4954011,,,,"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106643854979653774597"">A Google User</a>'], 'photo_reference': 'AW30NDwIKWmLP8VIYgq-MCrQIS7Fa4IfhR8t2AQG5wdpgPX7miiTjbS71VDccwO9JP-q5kOhewmBub5Xg4bkvrKR-hJnbfsGcIEjO0G5HA-awohMGHf19iEyLL0lRNvXmraI_vajgApvmNz52SjsrcAv3OwlfDxRMu4PozaTgF1mTlqHhtOY', 'width': 800}]",,48.7359,-122.4682,
,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Central Business District,ChIJebK9J7qjhVQRMBv7xGfqm7s,,ChIJebK9J7qjhVQRMBv7xGfqm7s,GOOGLE,"['neighborhood', 'political']",,Bellingham,48.7486849,-122.4822337,48.752627999999987,-122.4722009,48.741145,-122.4954011,,,,"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106643854979653774597"">A Google User</a>'], 'photo_reference': 'AW30NDwfIZ4g2BBGFZUiQnyiLpHaMQCQx6_CUrFflfokpZ7bUr9pDKvRfetSEw3fbg31eS5cY0dCnKEqjIGi1odw3FIl_7sKrmzrCY_4AJXYnltMUpuU3laWpIoKA72qrhMRtsLmREaK-qXBwWHupCcSwi4HuptdzXuVgoNAM7XsWbmjJRMh', 'width': 800}]",,48.7492,-122.4786,
,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Central Business District,ChIJebK9J7qjhVQRMBv7xGfqm7s,,ChIJebK9J7qjhVQRMBv7xGfqm7s,GOOGLE,"['neighborhood', 'political']",,Bellingham,48.7486849,-122.4822337,48.752627999999987,-122.4722009,48.741145,-122.4954011,,,,"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106643854979653774597"">A Google User</a>'], 'photo_reference': 'AW30NDyEVw-QrzGPnPpPyeOZLHMA9X2_icF6F-BYXbMxRCORkDh-5OztsAPZq_f8SCfi2Yzm881CYIUDGskzuqoBNCKIn6a2MkzxwRYV0_Om7WzmO6Xbp2KWfLs5u6R_9BjhXP3yTE5-1ixSq88W1GNbPNJBH1O5YIAcNSLVDg4llS3tklrA', 'width': 800}]",,48.7447,-122.4582,
,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Central Business District,ChIJebK9J7qjhVQRMBv7xGfqm7s,,ChIJebK9J7qjhVQRMBv7xGfqm7s,GOOGLE,"['neighborhood', 'political']",,Bellingham,48.7486849,-122.4822337,48.752627999999987,-122.4722009,48.741145,-122.4954011,,,,"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106643854979653774597"">A Google User</a>'], 'photo_reference': 'AW30NDwo0uaaA5i_ItU3umn9todcDYMeg9Bikc_50SgytoieR147iJtVckVATBtLJarf680ycQJl4nZTp1qcNtlvTL-eW8scfwh7jfc2vAcNw7EBUR7Xb8qRGdVQzf4TFnDiafcEDe9Q4v8suOrbtRf8uddbX_XxhKoZlBEOQjldJa3jUYlP', 'width': 800}]",,48.7558,-122.463,
,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gardens Business Condos,ChIJOeo12QGIs4kRvrv4pVCeTI4,,ChIJOeo12QGIs4kRvrv4pVCeTI4,GOOGLE,"['neighborhood', 'political']",,"Gardens Business Condos, VA 22901, USA",38.0842421,-78.471020799999991,38.085787829892723,-78.469955120107272,38.083088170107281,-78.472654779892721,,,,"[{'height': 667, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117709550822118737667"">A Google User</a>'], 'photo_reference': 'AW30NDy88HFhGS4tbZULhvztMzojzvdzSN8V1AmykidXQVBI-nZz5moBWQ0Urq79fr5FOcJPji5epK_NdzLb6R4E8nWUDR-S_IA8SuSfDcTjCW0iLXxUqfN4LuivgBTfz5IpCWSTqJ9X3ci1GEyXicegPWOwn_yT12OCDU7iJlII8cdh4Y78', 'width': 1000}]",,38.0867,-78.4724,
,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gardens Business Condos,ChIJOeo12QGIs4kRvrv4pVCeTI4,,ChIJOeo12QGIs4kRvrv4pVCeTI4,GOOGLE,"['neighborhood', 'political']",,"Gardens Business Condos, VA 22901, USA",38.0842421,-78.471020799999991,38.085787829892723,-78.469955120107272,38.083088170107281,-78.472654779892721,,,,"[{'height': 667, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117709550822118737667"">A Google User</a>'], 'photo_reference': 'AW30NDzYytY3p2DF4siQ3hB4Nzwd0xlujmxhg-2SQA53SxF_7iXSBwHotSWWGG_b5ETGj2NBA1ZvunCImNA12oGCzBzoXIeemYT2hgtvm3Fk7OKHX7oK_WaS8zI1ae3Ojwe2xvBk3iSA2RAXcJKE1vfmhWBF6STkz0kpk8RyifJnZ0-RYIjf', 'width': 1000}]",,38.0655,-78.4649,
,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Priedeman Business Center,ChIJWSFz4WeoBYgR2q_N21uQ-tk,,ChIJWSFz4WeoBYgR2q_N21uQ-tk,GOOGLE,"['neighborhood', 'political']",,Waukesha,43.0241558,-88.19680559999999,43.025175999999988,-88.196007,43.022408899999988,-88.1991821,,,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111704566160701884263"">Steven Schiltz</a>'], 'photo_reference': 'AW30NDxK3525RWWvkrfJuIp-JufJvA6P1mMX_S90GwaxO_DjdMBAaz47WsQz7ak1j8kk_Ikd5Vk3x2f5vhTsjpramY_0Hncp8G6IhDJ5fycfZW_lH2D9OU_BfsXBGYc1wLTBxjMt_RYie1oB5leO9L_HSAsvLplqzpwFRdnDjmt2OAWDJMxX', 'width': 4032}]",,43.0276,-88.1896,
,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Business Drive North,ChIJjV3MPK6nBIgRZl_r9VJU704,,ChIJjV3MPK6nBIgRZl_r9VJU704,GOOGLE,"['neighborhood', 'political']",,Sheboygan,43.7372582,-87.72733439999999,43.7399329,-87.7231575,43.732093,-87.732139899999993,,,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103370804605815618222"">Brodie Pues</a>'], 'photo_reference': 'AW30NDzL1pY--I3uorN8xWna3WaRGs6hkpn74dEPmFhZcwNsElf_HqYri__vbNOdjVhR05mN3S6a9UemycURSMyryunFZ24HUUpEjVN59nsAnqlquQbmotnS7t9rAzO5f6DljVuNUC4a6DrukyqXLpnCj4yNDyO02TS097M8w_fbSpIDZXTk', 'width': 4032}]",,43.7515,-87.7128,
